"cve_ent_mun","fecha","confirmados","decesos","pruebas","indice_vulnerabilidad"
"30205","30/06/2020",5,0,20,"vulnerabilidad media"
"30206","30/06/2020",85,32,129,"vulnerabilidad media"
"30207","30/06/2020",35,2,64,"vulnerabilidad alta"
"30208","30/06/2020",30,4,74,"vulnerabilidad media"
"30209","30/06/2020",1,0,1,"vulnerabilidad baja"
"30210","30/06/2020",7,0,10,"vulnerabilidad media"
"30211","30/06/2020",9,2,20,"vulnerabilidad alta"
"30212","30/06/2020",0,0,0,"vulnerabilidad alta"
"31001","30/06/2020",2,0,10,"vulnerabilidad media"
"31002","30/06/2020",43,16,75,"vulnerabilidad media"
"31003","30/06/2020",19,3,28,"vulnerabilidad baja"
"31004","30/06/2020",13,2,21,"vulnerabilidad baja"
"31005","30/06/2020",8,0,16,"vulnerabilidad baja"
"31006","30/06/2020",34,1,80,"vulnerabilidad baja"
"31007","30/06/2020",16,1,23,"vulnerabilidad media"
"31008","30/06/2020",4,0,11,"vulnerabilidad baja"
"31009","30/06/2020",5,0,7,"vulnerabilidad media"
"31010","30/06/2020",0,0,4,"vulnerabilidad media"
"31011","30/06/2020",1,0,10,"vulnerabilidad baja"
"31012","30/06/2020",1,0,2,"vulnerabilidad baja"
"31013","30/06/2020",15,2,40,"sin vulnerabilidad"
"31014","30/06/2020",0,0,28,"vulnerabilidad baja"
"31015","30/06/2020",1,0,6,"vulnerabilidad media"
"31016","30/06/2020",1,0,5,"vulnerabilidad baja"
"31017","30/06/2020",4,0,11,"vulnerabilidad media"
"31018","30/06/2020",10,1,20,"vulnerabilidad media"
"31019","30/06/2020",36,5,113,"vulnerabilidad media"
"31020","30/06/2020",11,2,16,"vulnerabilidad media"
"31021","30/06/2020",3,1,34,"vulnerabilidad media"
"31022","30/06/2020",13,3,18,"vulnerabilidad media"
"31023","30/06/2020",14,0,25,"vulnerabilidad media"
"31024","30/06/2020",2,0,6,"vulnerabilidad media"
"31025","30/06/2020",5,0,16,"vulnerabilidad baja"
"31026","30/06/2020",7,0,11,"vulnerabilidad baja"
"31027","30/06/2020",6,1,10,"vulnerabilidad baja"
"31028","30/06/2020",0,0,2,"vulnerabilidad baja"
"31029","30/06/2020",4,0,6,"vulnerabilidad media"
"31030","30/06/2020",6,0,22,"vulnerabilidad media"
"31031","30/06/2020",2,1,7,"vulnerabilidad media"
"31032","30/06/2020",11,3,56,"vulnerabilidad media"
"31033","30/06/2020",12,5,26,"vulnerabilidad media"
"31034","30/06/2020",20,2,29,"vulnerabilidad media"
"31035","30/06/2020",12,3,15,"vulnerabilidad alta"
"31036","30/06/2020",6,1,6,"vulnerabilidad alta"
"31037","30/06/2020",10,3,12,"vulnerabilidad media"
"31038","30/06/2020",81,9,123,"vulnerabilidad alta"
"31039","30/06/2020",3,1,4,"vulnerabilidad baja"
"31040","30/06/2020",34,6,73,"vulnerabilidad baja"
"31041","30/06/2020",193,22,322,"vulnerabilidad media"
"31042","30/06/2020",3,0,5,"vulnerabilidad media"
"31043","30/06/2020",18,1,51,"vulnerabilidad media"
"31044","30/06/2020",15,0,22,"vulnerabilidad media"
"31045","30/06/2020",7,2,8,"vulnerabilidad media"
"31046","30/06/2020",9,0,11,"vulnerabilidad media"
"31047","30/06/2020",4,1,12,"vulnerabilidad media"
"31048","30/06/2020",44,11,65,"vulnerabilidad media"
"31049","30/06/2020",0,0,7,"vulnerabilidad media"
"31050","30/06/2020",2497,191,5780,"vulnerabilidad baja"
"31051","30/06/2020",2,0,5,"vulnerabilidad baja"
"31052","30/06/2020",34,7,69,"vulnerabilidad baja"
"31053","30/06/2020",24,5,40,"vulnerabilidad baja"
"31054","30/06/2020",8,1,14,"vulnerabilidad media"
"31055","30/06/2020",7,1,8,"vulnerabilidad alta"
"31056","30/06/2020",13,2,39,"vulnerabilidad baja"
"31057","30/06/2020",3,0,11,"vulnerabilidad baja"
"31058","30/06/2020",26,0,86,"vulnerabilidad baja"
"31059","30/06/2020",62,5,136,"vulnerabilidad baja"
"31060","30/06/2020",1,1,2,"vulnerabilidad alta"
"31061","30/06/2020",0,0,20,"vulnerabilidad baja"
"31062","30/06/2020",8,0,21,"vulnerabilidad media"
"31063","30/06/2020",28,3,37,"vulnerabilidad media"
"31064","30/06/2020",4,4,4,"vulnerabilidad baja"
"31065","30/06/2020",1,0,15,"vulnerabilidad baja"
"31066","30/06/2020",1,0,6,"vulnerabilidad media"
"31067","30/06/2020",16,1,22,"vulnerabilidad media"
"31068","30/06/2020",3,0,10,"vulnerabilidad baja"
"31069","30/06/2020",2,0,4,"vulnerabilidad media"
"31070","30/06/2020",1,0,14,"vulnerabilidad baja"
"31071","30/06/2020",1,0,6,"vulnerabilidad baja"
"31072","30/06/2020",2,0,2,"vulnerabilidad baja"
"31073","30/06/2020",0,0,3,"vulnerabilidad baja"
"31074","30/06/2020",13,2,18,"vulnerabilidad media"
"31075","30/06/2020",7,0,22,"vulnerabilidad media"
"31076","30/06/2020",26,6,41,"vulnerabilidad media"
"31077","30/06/2020",1,1,1,"vulnerabilidad media"
"31078","30/06/2020",2,1,4,"vulnerabilidad media"
"31079","30/06/2020",77,9,152,"vulnerabilidad baja"
"31080","30/06/2020",5,1,6,"vulnerabilidad media"
"31081","30/06/2020",13,3,32,"vulnerabilidad baja"
"31082","30/06/2020",4,1,7,"vulnerabilidad baja"
"31083","30/06/2020",0,0,2,"vulnerabilidad baja"
"31084","30/06/2020",2,0,4,"vulnerabilidad media"
"31085","30/06/2020",37,1,130,"vulnerabilidad media"
"31086","30/06/2020",1,0,5,"vulnerabilidad media"
"31087","30/06/2020",8,0,15,"vulnerabilidad media"
"31088","30/06/2020",2,0,5,"vulnerabilidad baja"
"31089","30/06/2020",102,2,241,"vulnerabilidad baja"
"31090","30/06/2020",8,2,18,"vulnerabilidad media"
"31091","30/06/2020",14,3,76,"vulnerabilidad media"
"31092","30/06/2020",2,0,5,"vulnerabilidad media"
"31093","30/06/2020",26,5,49,"vulnerabilidad baja"
"31094","30/06/2020",2,0,4,"vulnerabilidad media"
"31095","30/06/2020",13,2,19,"vulnerabilidad media"
"31096","30/06/2020",62,2,219,"vulnerabilidad baja"
"31097","30/06/2020",0,0,3,"vulnerabilidad media"
"31098","30/06/2020",4,0,12,"vulnerabilidad baja"
"31099","30/06/2020",2,0,22,"vulnerabilidad media"
"31100","30/06/2020",1,0,5,"vulnerabilidad media"
"31101","30/06/2020",193,24,303,"vulnerabilidad baja"
"31102","30/06/2020",234,10,936,"vulnerabilidad media"
"31103","30/06/2020",7,2,10,"vulnerabilidad media"
"31104","30/06/2020",6,1,15,"vulnerabilidad media"
"31105","30/06/2020",3,0,7,"vulnerabilidad baja"
"31106","30/06/2020",5,0,13,"vulnerabilidad media"
"32001","30/06/2020",2,0,5,"sin vulnerabilidad"
"32002","30/06/2020",0,0,2,"sin vulnerabilidad"
"32003","30/06/2020",0,0,2,"sin vulnerabilidad"
"32004","30/06/2020",2,0,5,"vulnerabilidad baja"
"32005","30/06/2020",26,5,69,"sin vulnerabilidad"
"32006","30/06/2020",6,1,10,"sin vulnerabilidad"
"32007","30/06/2020",2,0,21,"sin vulnerabilidad"
"32008","30/06/2020",4,1,22,"vulnerabilidad baja"
"32009","30/06/2020",1,0,5,"vulnerabilidad baja"
"32010","30/06/2020",234,18,667,"sin vulnerabilidad"
"32011","30/06/2020",7,0,16,"vulnerabilidad baja"
"32012","30/06/2020",1,0,3,"vulnerabilidad media"
"32013","30/06/2020",5,0,11,"sin vulnerabilidad"
"32014","30/06/2020",2,1,16,"sin vulnerabilidad"
"32015","30/06/2020",0,0,1,"sin vulnerabilidad"
"32016","30/06/2020",9,2,20,"sin vulnerabilidad"
"32017","30/06/2020",138,4,639,"sin vulnerabilidad"
"32018","30/06/2020",0,0,0,"sin vulnerabilidad"
"32019","30/06/2020",15,1,36,"sin vulnerabilidad"
"32020","30/06/2020",41,10,147,"sin vulnerabilidad"
"32021","30/06/2020",0,0,1,"vulnerabilidad alta"
"32022","30/06/2020",1,0,13,"sin vulnerabilidad"
"32023","30/06/2020",6,0,19,"sin vulnerabilidad"
"32024","30/06/2020",40,7,114,"sin vulnerabilidad"
"32025","30/06/2020",6,1,25,"sin vulnerabilidad"
"32026","30/06/2020",10,0,30,"vulnerabilidad baja"
"32027","30/06/2020",0,0,2,"sin vulnerabilidad"
"32028","30/06/2020",0,0,0,"sin vulnerabilidad"
"32029","30/06/2020",2,0,11,"sin vulnerabilidad"
"32030","30/06/2020",0,0,1,"sin vulnerabilidad"
"32031","30/06/2020",0,0,3,"vulnerabilidad baja"
"32032","30/06/2020",16,2,51,"sin vulnerabilidad"
"32033","30/06/2020",0,0,0,"sin vulnerabilidad"
"32034","30/06/2020",4,0,27,"vulnerabilidad baja"
"32035","30/06/2020",1,0,12,"sin vulnerabilidad"
"32036","30/06/2020",16,3,96,"sin vulnerabilidad"
"32037","30/06/2020",3,0,13,"sin vulnerabilidad"
"32038","30/06/2020",14,1,67,"vulnerabilidad baja"
"32039","30/06/2020",43,9,129,"sin vulnerabilidad"
"32040","30/06/2020",6,3,10,"vulnerabilidad baja"
"32041","30/06/2020",0,0,1,"vulnerabilidad baja"
"32042","30/06/2020",12,2,43,"sin vulnerabilidad"
"32043","30/06/2020",0,0,0,"vulnerabilidad baja"
"32044","30/06/2020",2,0,7,"sin vulnerabilidad"
"32045","30/06/2020",6,2,15,"sin vulnerabilidad"
"32046","30/06/2020",8,3,12,"sin vulnerabilidad"
"32047","30/06/2020",0,0,3,"sin vulnerabilidad"
"32048","30/06/2020",3,0,23,"sin vulnerabilidad"
"32049","30/06/2020",7,3,19,"sin vulnerabilidad"
"32050","30/06/2020",0,0,10,"sin vulnerabilidad"
"32051","30/06/2020",13,2,43,"sin vulnerabilidad"
"32052","30/06/2020",8,2,26,"sin vulnerabilidad"
"32053","30/06/2020",2,0,14,"sin vulnerabilidad"
"32054","30/06/2020",2,2,13,"sin vulnerabilidad"
"32055","30/06/2020",6,1,44,"sin vulnerabilidad"
"32056","30/06/2020",170,12,811,"vulnerabilidad baja"
"32057","30/06/2020",6,0,20,"sin vulnerabilidad"
"32058","30/06/2020",0,0,2,"vulnerabilidad media"
"99999","30/06/2020",46,6,91,"No Disponible"
